duration,protocol_type,service,flag,count,srv_count,serror_rate,dst_host_srv_count,dst_host_srv_serror_rate,labels
0,b'tcp',b'ftp_data',b'S3',0,0,1.0,1,1.0,b'normal.'
0,b'tcp',b'http',b'S2',0,1,1.0,1,0.0,b'normal.'
1,b'tcp',b'http',b'SF',0,1,1.0,1,0.0,b'normal.'
0,b'tcp',b'http',b'S0',0,1,1.0,1,0.0,b'normal.'
1,b'tcp',b'smtp',b'SF',0,1,0.0,1,0.0,b'normal.'
1,b'tcp',b'telnet',b'RSTO',0,0,0.0,0,0.0,b'normal.'
0,b'tcp',b'ftp_data',b'SF',0,1,1.0,0,1.0,b'normal.'
0,b'tcp',b'other',b'SF',0,0,1.0,0,0.0,b'normal.'
0,b'tcp',b'http',b'S0',0,0,1.0,0,1.0,b'normal.'
0,b'tcp',b'time',b'SF',0,0,0.0,0,1.0,b'normal.'
0,b'tcp',b'X11',b'SF',0,0,0.0,0,0.0,b'normal.'
0,b'tcp',b'smtp',b'S2',0,0,1.0,1,1.0,b'normal.'
1,b'tcp',b'http',b'SF',0,1,0.0,1,1.0,b'normal.'
0,b'tcp',b'http',b'S1',0,1,1.0,1,1.0,b'normal.'
0,b'tcp',b'http',b'RSTO',0,0,0.0,1,1.0,b'normal.'
0,b'tcp',b'smtp',b'S0',0,0,1.0,0,1.0,b'normal.'
0,b'icmp',b'urp_i',b'SF',0,1,0.0,0,0.0,b'normal.'
1,b'udp',b'domain_u',b'SF',1,1,0.0,1,0.0,b'normal.'
0,b'tcp',b'IRC',b'S1',0,0,1.0,0,1.0,b'normal.'
0,b'icmp',b'ecr_i',b'SF',0,1,0.0,1,0.0,b'normal.'
0,b'tcp',b'time',b'S0',0,0,1.0,0,1.0,b'normal.'
1,b'tcp',b'http',b'S2',0,0,1.0,1,1.0,b'normal.'
0,b'tcp',b'http',b'S3',0,0,1.0,1,1.0,b'normal.'
0,b'tcp',b'http',b'RSTO',0,1,0.0,1,0.0,b'normal.'
0,b'tcp',b'http',b'S0',0,1,1.0,1,1.0,b'normal.'
0,b'tcp',b'http',b'S0',0,0,1.0,0,1.0,b'neptune.'
0,b'tcp',b'http',b'S0',0,1,1.0,0,1.0,b'neptune.'
0,b'tcp',b'ftp_data',b'S0',0,0,1.0,0,1.0,b'neptune.'
0,b'tcp',b'ftp_data',b'S0',0,1,1.0,0,1.0,b'neptune.'
0,b'tcp',b'finger',b'S0',0,0,1.0,0,1.0,b'neptune.'
0,b'tcp',b'finger',b'S0',0,1,1.0,0,1.0,b'neptune.'
0,b'tcp',b'netstat',b'S0',0,0,1.0,0,1.0,b'neptune.'
0,b'tcp',b'domain',b'S0',0,0,1.0,0,1.0,b'neptune.'
0,b'tcp',b'smtp',b'S1',0,0,1.0,1,1.0,b'normal.'
0,b'tcp',b'ftp_data',b'SF',0,1,1.0,1,1.0,b'normal.'
0,b'tcp',b'smtp',b'SF',0,1,0.0,1,0.0,b'normal.'
0,b'tcp',b'http',b'S3',0,0,1.0,1,0.0,b'normal.'
1,b'tcp',b'http',b'RSTO',0,1,0.0,1,0.0,b'normal.'
0,b'tcp',b'ftp_data',b'S1',0,1,1.0,0,1.0,b'normal.'
0,b'tcp',b'ftp_data',b'SF',0,1,1.0,0,1.0,b'normal.'
0,b'tcp',b'finger',b'S0',0,1,1.0,1,1.0,b'neptune.'
0,b'tcp',b'http',b'S0',0,0,1.0,1,1.0,b'neptune.'
0,b'tcp',b'ftp_data',b'S0',0,1,1.0,1,1.0,b'neptune.'
0,b'tcp',b'http',b'S0',0,1,1.0,1,1.0,b'neptune.'
1,b'tcp',b'ftp_data',b'SF',0,0,0.0,0,1.0,b'normal.'
1,b'tcp',b'smtp',b'S3',0,0,1.0,1,1.0,b'normal.'
0,b'udp',b'tftp_u',b'SF',0,0,0.0,0,0.0,b'normal.'
0,b'tcp',b'ftp_data',b'S1',0,0,1.0,0,1.0,b'normal.'
1,b'tcp',b'IRC',b'RSTR',0,0,0.0,0,1.0,b'normal.'
1,b'tcp',b'IRC',b'SF',0,0,0.0,0,1.0,b'normal.'
0,b'tcp',b'other',b'S1',0,0,1.0,0,1.0,b'normal.'
0,b'tcp',b'smtp',b'SF',0,0,0.0,1,1.0,b'normal.'
0,b'tcp',b'ftp_data',b'S1',0,1,1.0,1,1.0,b'normal.'
0,b'icmp',b'tim_i',b'SF',0,0,0.0,0,0.0,b'normal.'
1,b'tcp',b'telnet',b'RSTR',0,0,0.0,0,0.0,b'normal.'
1,b'tcp',b'http',b'REJ',0,0,0.0,1,0.0,b'normal.'
0,b'udp',b'private',b'SF',0,0,0.0,0,0.0,b'normal.'
1,b'udp',b'private',b'SF',0,0,0.0,1,0.0,b'normal.'
1,b'tcp',b'IRC',b'SF',0,0,0.0,0,0.0,b'normal.'
1,b'udp',b'other',b'SF',0,0,0.0,0,0.0,b'normal.'
1,b'tcp',b'telnet',b'RSTO',0,0,0.0,0,1.0,b'normal.'
1,b'tcp',b'telnet',b'RSTO',0,0,0.0,0,1.0,b'normal.'
0,b'icmp',b'red_i',b'SF',0,0,0.0,0,0.0,b'normal.'
1,b'tcp',b'smtp',b'SF',0,0,0.0,1,0.0,b'normal.'
1,b'tcp',b'other',b'S2',0,0,1.0,0,1.0,b'normal.'
1,b'tcp',b'smtp',b'SF',1,0,0.0,0,0.0,b'normal.'
0,b'tcp',b'time',b'S3',0,0,1.0,0,1.0,b'normal.'
1,b'tcp',b'smtp',b'RSTR',0,0,0.0,1,0.0,b'normal.'
0,b'tcp',b'ftp',b'S1',0,0,1.0,0,1.0,b'normal.'
1,b'tcp',b'other',b'SF',0,0,0.0,0,0.0,b'normal.'
1,b'tcp',b'ftp',b'SF',0,0,0.0,0,1.0,b'normal.'
1,b'tcp',b'private',b'SF',0,0,0.0,0,0.0,b'normal.'
0,b'tcp',b'ftp_data',b'SF',0,0,1.0,0,1.0,b'normal.'
1,b'tcp',b'smtp',b'S2',0,0,1.0,1,1.0,b'normal.'
1,b'udp',b'private',b'SF',0,0,0.0,0,0.0,b'normal.'
0,b'icmp',b'urp_i',b'SF',0,0,0.0,1,0.0,b'normal.'
1,b'tcp',b'X11',b'SF',0,0,0.0,0,1.0,b'normal.'
1,b'tcp',b'X11',b'SF',0,0,0.0,0,0.0,b'normal.'
0,b'tcp',b'netbios_ns',b'S0',0,1,1.0,0,1.0,b'neptune.'
0,b'tcp',b'netbios_ns',b'S0',0,0,1.0,0,1.0,b'neptune.'
0,b'tcp',b'netbios_ssn',b'S0',0,0,1.0,0,1.0,b'neptune.'
0,b'tcp',b'netbios_dgm',b'S0',0,1,1.0,0,1.0,b'neptune.'
0,b'tcp',b'sql_net',b'S0',0,0,1.0,0,1.0,b'neptune.'
0,b'tcp',b'vmnet',b'S0',0,0,1.0,0,1.0,b'neptune.'
0,b'tcp',b'vmnet',b'S0',0,1,1.0,0,1.0,b'neptune.'
0,b'tcp',b'bgp',b'S0',0,0,1.0,0,1.0,b'neptune.'
0,b'tcp',b'bgp',b'S0',0,1,1.0,0,1.0,b'neptune.'
0,b'tcp',b'courier',b'S0',0,0,1.0,0,1.0,b'neptune.'
0,b'tcp',b'courier',b'S0',0,1,1.0,0,1.0,b'neptune.'
0,b'tcp',b'daytime',b'S0',0,0,1.0,0,1.0,b'neptune.'
0,b'tcp',b'daytime',b'S0',0,1,1.0,0,1.0,b'neptune.'
0,b'tcp',b'ftp',b'S0',0,0,1.0,0,1.0,b'neptune.'
0,b'tcp',b'rje',b'S0',0,1,1.0,0,1.0,b'neptune.'
0,b'tcp',b'ftp_data',b'SF',1,0,1.0,0,0.0,b'normal.'
1,b'tcp',b'telnet',b'SF',1,0,1.0,0,1.0,b'normal.'
0,b'tcp',b'auth',b'SF',0,1,0.0,0,0.0,b'normal.'
0,b'tcp',b'finger',b'S0',0,0,1.0,0,1.0,b'normal.'
1,b'tcp',b'ftp_data',b'SF',0,0,0.0,1,0.0,b'normal.'
0,b'tcp',b'telnet',b'RSTO',0,0,0.0,0,0.0,b'normal.'
0,b'tcp',b'http',b'REJ',0,1,0.0,1,1.0,b'normal.'
0,b'tcp',b'nnsp',b'S0',0,1,1.0,0,1.0,b'neptune.'
0,b'tcp',b'shell',b'S0',0,0,1.0,0,1.0,b'neptune.'
0,b'tcp',b'efs',b'S0',0,1,1.0,0,1.0,b'neptune.'
0,b'tcp',b'echo',b'S0',0,1,1.0,0,1.0,b'neptune.'
0,b'tcp',b'ssh',b'S0',0,0,1.0,0,1.0,b'neptune.'
0,b'tcp',b'ssh',b'S0',0,1,1.0,0,1.0,b'neptune.'
0,b'tcp',b'whois',b'S0',0,0,1.0,0,1.0,b'neptune.'
0,b'tcp',b'name',b'S0',0,0,1.0,0,1.0,b'neptune.'
0,b'tcp',b'domain',b'S0',0,1,1.0,0,1.0,b'neptune.'
0,b'tcp',b'gopher',b'S0',0,0,1.0,0,1.0,b'neptune.'
0,b'tcp',b'gopher',b'S0',0,1,1.0,0,1.0,b'neptune.'
0,b'tcp',b'remote_job',b'S0',0,0,1.0,0,1.0,b'neptune.'
0,b'tcp',b'link',b'S0',0,0,1.0,0,1.0,b'neptune.'
0,b'tcp',b'link',b'S0',0,1,1.0,0,1.0,b'neptune.'
0,b'tcp',b'supdup',b'S0',0,1,1.0,0,1.0,b'neptune.'
0,b'tcp',b'hostnames',b'S0',0,1,1.0,0,1.0,b'neptune.'
0,b'tcp',b'iso_tsap',b'S0',0,1,1.0,0,1.0,b'neptune.'
0,b'tcp',b'pop_3',b'S0',0,0,1.0,0,1.0,b'neptune.'
0,b'tcp',b'pop_3',b'S0',0,1,1.0,0,1.0,b'neptune.'
0,b'tcp',b'pop_2',b'S0',0,1,1.0,0,1.0,b'neptune.'
0,b'tcp',b'sunrpc',b'S0',0,1,1.0,0,1.0,b'neptune.'
0,b'tcp',b'auth',b'S0',0,1,1.0,0,1.0,b'neptune.'
0,b'tcp',b'uucp_path',b'S0',0,0,1.0,0,1.0,b'neptune.'
0,b'tcp',b'uucp_path',b'S0',0,1,1.0,0,1.0,b'neptune.'
0,b'tcp',b'netbios_ssn',b'S0',0,1,1.0,0,1.0,b'neptune.'
0,b'tcp',b'imap4',b'S0',0,0,1.0,0,1.0,b'neptune.'
0,b'tcp',b'imap4',b'S0',0,1,1.0,0,1.0,b'neptune.'
0,b'tcp',b'Z39_50',b'S0',0,1,1.0,0,1.0,b'neptune.'
0,b'tcp',b'other',b'S0',0,0,1.0,0,1.0,b'neptune.'
0,b'tcp',b'uucp',b'S0',0,0,1.0,0,1.0,b'neptune.'
0,b'tcp',b'rje',b'S0',0,0,1.0,0,1.0,b'neptune.'
0,b'tcp',b'name',b'S0',0,1,1.0,0,1.0,b'neptune.'
0,b'tcp',b'http',b'SF',0,0,1.0,0,1.0,b'normal.'
0,b'tcp',b'telnet',b'S0',0,1,1.0,1,1.0,b'neptune.'
1,b'tcp',b'http',b'S2',0,1,1.0,1,0.0,b'normal.'
0,b'tcp',b'http',b'S1',0,0,1.0,0,1.0,b'normal.'
0,b'udp',b'other',b'SF',0,0,1.0,0,0.0,b'normal.'
0,b'udp',b'other',b'SF',0,1,0.0,1,0.0,b'normal.'
0,b'udp',b'other',b'SF',1,1,0.0,1,0.0,b'normal.'
0,b'tcp',b'pop_3',b'SF',0,0,0.0,0,1.0,b'normal.'
0,b'tcp',b'private',b'REJ',1,0,0.0,0,0.0,b'neptune.'
0,b'tcp',b'private',b'REJ',1,1,0.0,0,0.0,b'neptune.'
0,b'tcp',b'private',b'REJ',0,1,0.0,0,0.0,b'neptune.'
0,b'tcp',b'private',b'REJ',0,0,0.0,0,0.0,b'neptune.'
0,b'tcp',b'ldap',b'REJ',1,0,0.0,0,0.0,b'neptune.'
0,b'tcp',b'ldap',b'REJ',1,1,0.0,0,0.0,b'neptune.'
0,b'tcp',b'echo',b'RSTO',1,0,0.0,0,0.0,b'neptune.'
0,b'tcp',b'echo',b'RSTO',1,1,0.0,0,0.0,b'neptune.'
0,b'tcp',b'discard',b'RSTO',1,0,0.0,0,0.0,b'neptune.'
0,b'tcp',b'discard',b'RSTO',1,1,0.0,0,0.0,b'neptune.'
0,b'tcp',b'systat',b'REJ',0,0,0.0,0,0.0,b'neptune.'
0,b'tcp',b'login',b'RSTO',1,0,0.0,0,0.0,b'neptune.'
0,b'tcp',b'exec',b'RSTO',1,0,0.0,0,0.0,b'neptune.'
0,b'tcp',b'exec',b'RSTO',1,1,0.0,0,0.0,b'neptune.'
0,b'tcp',b'systat',b'REJ',1,0,0.0,0,0.0,b'neptune.'
0,b'tcp',b'printer',b'RSTO',1,0,0.0,0,0.0,b'neptune.'
0,b'tcp',b'printer',b'RSTO',1,1,0.0,0,0.0,b'neptune.'
0,b'tcp',b'shell',b'RSTO',1,0,0.0,0,0.0,b'neptune.'
0,b'tcp',b'shell',b'RSTO',1,1,0.0,0,0.0,b'neptune.'
0,b'tcp',b'systat',b'REJ',1,1,0.0,0,0.0,b'neptune.'
0,b'tcp',b'efs',b'REJ',1,0,0.0,0,0.0,b'neptune.'
0,b'tcp',b'efs',b'REJ',1,1,0.0,0,0.0,b'neptune.'
0,b'tcp',b'netstat',b'REJ',1,1,0.0,0,0.0,b'neptune.'
0,b'tcp',b'courier',b'REJ',1,0,0.0,0,0.0,b'neptune.'
0,b'tcp',b'courier',b'REJ',1,1,0.0,0,0.0,b'neptune.'
0,b'tcp',b'uucp',b'RSTO',1,0,0.0,0,0.0,b'neptune.'
0,b'tcp',b'uucp',b'RSTO',1,1,0.0,0,0.0,b'neptune.'
0,b'tcp',b'daytime',b'RSTO',1,1,0.0,0,0.0,b'neptune.'
0,b'tcp',b'klogin',b'REJ',1,1,0.0,0,0.0,b'neptune.'
0,b'tcp',b'kshell',b'REJ',1,1,0.0,0,0.0,b'neptune.'
0,b'tcp',b'ftp_data',b'REJ',1,1,0.0,0,0.0,b'neptune.'
0,b'tcp',b'private',b'RSTO',1,1,0.0,0,0.0,b'neptune.'
0,b'tcp',b'telnet',b'RSTO',1,0,0.0,0,0.0,b'neptune.'
0,b'tcp',b'ssh',b'REJ',1,0,0.0,0,0.0,b'neptune.'
0,b'tcp',b'ssh',b'REJ',1,1,0.0,0,0.0,b'neptune.'
0,b'tcp',b'smtp',b'RSTO',1,1,0.0,0,0.0,b'neptune.'
0,b'tcp',b'telnet',b'RSTO',1,1,0.0,0,0.0,b'neptune.'
0,b'tcp',b'private',b'RSTO',1,0,0.0,0,0.0,b'neptune.'
0,b'tcp',b'time',b'RSTO',1,1,0.0,0,0.0,b'neptune.'
0,b'tcp',b'ftp',b'RSTO',1,1,0.0,0,0.0,b'neptune.'
0,b'tcp',b'smtp',b'RSTO',1,0,0.0,0,0.0,b'neptune.'
0,b'tcp',b'time',b'RSTO',1,0,0.0,0,0.0,b'neptune.'
0,b'tcp',b'name',b'REJ',1,0,0.0,0,0.0,b'neptune.'
0,b'tcp',b'name',b'REJ',1,1,0.0,0,0.0,b'neptune.'
0,b'tcp',b'whois',b'REJ',1,0,0.0,0,0.0,b'neptune.'
0,b'tcp',b'whois',b'REJ',1,1,0.0,0,0.0,b'neptune.'
0,b'tcp',b'domain',b'REJ',1,0,0.0,0,0.0,b'neptune.'
0,b'tcp',b'domain',b'REJ',1,1,0.0,0,0.0,b'neptune.'
0,b'tcp',b'mtp',b'REJ',1,0,0.0,0,0.0,b'neptune.'
0,b'tcp',b'gopher',b'REJ',1,0,0.0,0,0.0,b'neptune.'
0,b'tcp',b'remote_job',b'REJ',1,1,0.0,0,0.0,b'neptune.'
0,b'tcp',b'rje',b'REJ',1,0,0.0,0,0.0,b'neptune.'
0,b'tcp',b'rje',b'REJ',1,1,0.0,0,0.0,b'neptune.'
0,b'tcp',b'http',b'REJ',1,0,0.0,0,0.0,b'neptune.'
0,b'tcp',b'finger',b'RSTO',1,1,0.0,0,0.0,b'neptune.'
0,b'tcp',b'http',b'REJ',1,1,0.0,0,0.0,b'neptune.'
0,b'tcp',b'ctf',b'REJ',1,1,0.0,0,0.0,b'neptune.'
0,b'tcp',b'link',b'REJ',1,0,0.0,0,0.0,b'neptune.'
0,b'tcp',b'link',b'REJ',1,1,0.0,0,0.0,b'neptune.'
0,b'tcp',b'supdup',b'REJ',1,0,0.0,0,0.0,b'neptune.'
0,b'tcp',b'domain',b'REJ',0,0,0.0,0,0.0,b'neptune.'
0,b'tcp',b'iso_tsap',b'REJ',1,1,0.0,0,0.0,b'neptune.'
0,b'tcp',b'hostnames',b'REJ',1,0,0.0,0,0.0,b'neptune.'
0,b'tcp',b'hostnames',b'REJ',1,1,0.0,0,0.0,b'neptune.'
0,b'tcp',b'csnet_ns',b'REJ',1,0,0.0,0,0.0,b'neptune.'
0,b'tcp',b'csnet_ns',b'REJ',1,1,0.0,0,0.0,b'neptune.'
0,b'tcp',b'pop_3',b'RSTO',1,0,0.0,0,0.0,b'neptune.'
0,b'tcp',b'pop_2',b'REJ',1,1,0.0,0,0.0,b'neptune.'
0,b'tcp',b'sunrpc',b'RSTO',1,0,0.0,0,0.0,b'neptune.'
0,b'tcp',b'sunrpc',b'RSTO',1,1,0.0,0,0.0,b'neptune.'
0,b'tcp',b'auth',b'REJ',1,0,0.0,0,0.0,b'neptune.'
0,b'tcp',b'mtp',b'REJ',1,1,0.0,0,0.0,b'neptune.'
0,b'tcp',b'auth',b'REJ',1,1,0.0,0,0.0,b'neptune.'
0,b'tcp',b'uucp_path',b'REJ',1,0,0.0,0,0.0,b'neptune.'
0,b'tcp',b'uucp_path',b'REJ',1,1,0.0,0,0.0,b'neptune.'
0,b'tcp',b'nntp',b'RSTO',1,0,0.0,0,0.0,b'neptune.'
0,b'tcp',b'nntp',b'RSTO',1,1,0.0,0,0.0,b'neptune.'
0,b'tcp',b'netbios_dgm',b'REJ',1,1,0.0,0,0.0,b'neptune.'
0,b'tcp',b'netbios_ns',b'REJ',1,1,0.0,0,0.0,b'neptune.'
0,b'tcp',b'netbios_ssn',b'REJ',1,0,0.0,0,0.0,b'neptune.'
0,b'tcp',b'netbios_ssn',b'REJ',1,1,0.0,0,0.0,b'neptune.'
0,b'tcp',b'imap4',b'REJ',1,1,0.0,0,0.0,b'neptune.'
0,b'tcp',b'sql_net',b'REJ',1,1,0.0,0,0.0,b'neptune.'
0,b'tcp',b'vmnet',b'REJ',1,0,0.0,0,0.0,b'neptune.'
0,b'tcp',b'vmnet',b'REJ',1,1,0.0,0,0.0,b'neptune.'
0,b'tcp',b'bgp',b'REJ',1,0,0.0,0,0.0,b'neptune.'
0,b'tcp',b'bgp',b'REJ',1,1,0.0,0,0.0,b'neptune.'
0,b'tcp',b'gopher',b'REJ',1,1,0.0,0,0.0,b'neptune.'
0,b'tcp',b'remote_job',b'REJ',1,0,0.0,0,0.0,b'neptune.'
0,b'tcp',b'Z39_50',b'REJ',1,1,0.0,0,0.0,b'neptune.'
0,b'tcp',b'ctf',b'REJ',1,0,0.0,0,0.0,b'neptune.'
0,b'tcp',b'other',b'RSTO',1,0,0.0,0,0.0,b'neptune.'
0,b'tcp',b'other',b'RSTO',1,1,0.0,0,0.0,b'neptune.'
0,b'tcp',b'supdup',b'REJ',1,1,0.0,0,0.0,b'neptune.'
0,b'tcp',b'iso_tsap',b'REJ',1,0,0.0,0,0.0,b'neptune.'
0,b'tcp',b'nnsp',b'REJ',1,1,0.0,0,0.0,b'neptune.'
0,b'tcp',b'pop_2',b'REJ',1,0,0.0,0,0.0,b'neptune.'
0,b'tcp',b'http_443',b'REJ',1,1,0.0,0,0.0,b'neptune.'
0,b'tcp',b'pop_3',b'RSTO',0,0,0.0,0,0.0,b'neptune.'
0,b'tcp',b'pop_3',b'RSTO',1,1,0.0,0,0.0,b'neptune.'
0,b'tcp',b'exec',b'RSTO',0,0,0.0,0,0.0,b'neptune.'
0,b'tcp',b'login',b'RSTO',1,1,0.0,0,0.0,b'neptune.'
0,b'tcp',b'kshell',b'REJ',1,0,0.0,0,0.0,b'neptune.'
0,b'tcp',b'klogin',b'REJ',1,0,0.0,0,0.0,b'neptune.'
0,b'tcp',b'netbios_ns',b'REJ',1,0,0.0,0,0.0,b'neptune.'
0,b'tcp',b'daytime',b'RSTO',1,0,0.0,0,0.0,b'neptune.'
0,b'tcp',b'ftp',b'RSTO',1,0,0.0,0,0.0,b'neptune.'
0,b'tcp',b'ftp_data',b'REJ',1,0,0.0,0,0.0,b'neptune.'
0,b'tcp',b'imap4',b'REJ',1,0,0.0,0,0.0,b'neptune.'
0,b'tcp',b'sql_net',b'REJ',1,0,0.0,0,0.0,b'neptune.'
0,b'tcp',b'sql_net',b'REJ',0,1,0.0,0,0.0,b'neptune.'
0,b'tcp',b'netbios_dgm',b'REJ',1,0,0.0,0,0.0,b'neptune.'
0,b'tcp',b'Z39_50',b'REJ',1,0,0.0,0,0.0,b'neptune.'
0,b'tcp',b'nnsp',b'REJ',1,0,0.0,0,0.0,b'neptune.'
0,b'tcp',b'http_443',b'REJ',1,0,0.0,0,0.0,b'neptune.'
0,b'tcp',b'efs',b'REJ',0,0,0.0,0,0.0,b'neptune.'
0,b'tcp',b'netstat',b'REJ',1,0,0.0,0,0.0,b'neptune.'
0,b'tcp',b'login',b'RSTO',0,0,0.0,0,0.0,b'neptune.'
0,b'tcp',b'printer',b'RSTO',0,1,0.0,0,0.0,b'neptune.'
0,b'tcp',b'private',b'RSTO',0,0,0.0,0,0.0,b'neptune.'
0,b'tcp',b'nnsp',b'REJ',0,1,0.0,0,0.0,b'neptune.'
0,b'tcp',b'http_443',b'REJ',0,0,0.0,0,0.0,b'neptune.'
0,b'tcp',b'http_443',b'REJ',0,1,0.0,0,0.0,b'neptune.'
0,b'tcp',b'efs',b'REJ',0,1,0.0,0,0.0,b'neptune.'
0,b'tcp',b'klogin',b'REJ',0,0,0.0,0,0.0,b'neptune.'
0,b'tcp',b'uucp',b'RSTO',0,1,0.0,0,0.0,b'neptune.'
0,b'tcp',b'klogin',b'REJ',0,1,0.0,0,0.0,b'neptune.'
0,b'tcp',b'other',b'RSTO',0,0,0.0,0,0.0,b'neptune.'
0,b'tcp',b'finger',b'RSTO',1,0,0.0,0,0.0,b'neptune.'
0,b'tcp',b'nnsp',b'REJ',0,0,0.0,0,0.0,b'neptune.'
0,b'tcp',b'shell',b'RSTO',0,0,0.0,0,0.0,b'neptune.'
0,b'tcp',b'IRC',b'SF',0,0,0.0,0,0.0,b'normal.'
1,b'tcp',b'X11',b'SF',0,0,0.0,0,0.0,b'normal.'
0,b'tcp',b'http',b'S2',0,1,1.0,1,1.0,b'normal.'
0,b'tcp',b'http',b'SF',0,1,0.0,1,0.0,b'normal.'
0,b'tcp',b'smtp',b'S0',0,0,1.0,1,1.0,b'neptune.'
0,b'tcp',b'smtp',b'S0',0,1,1.0,1,1.0,b'neptune.'
0,b'tcp',b'telnet',b'S0',0,0,1.0,1,1.0,b'neptune.'
1,b'tcp',b'telnet',b'SF',0,0,0.0,1,1.0,b'normal.'
1,b'tcp',b'telnet',b'RSTR',0,0,0.0,1,1.0,b'normal.'
